EventID,Date,Latitude,Longitude,Depth_km,Magnitude,Source
texnet2021dytk,2021-02-26,32.1103,-102.1021,10.6,1.1,TexNet
texnet2021dysl,2021-02-26,31.6744,-104.347,6.6,1.8,TexNet
texnet2021dypo,2021-02-26,32.4271,-102.1471,5.8,1.7,TexNet
texnet2021dynm,2021-02-26,31.586,-104.001,8.1,1.6,TexNet
texnet2021dymr,2021-02-26,31.6951,-104.4182,7.6,1.7,TexNet
texnet2021dyhd,2021-02-25,31.6614,-104.4965,8.3,2.4,TexNet
texnet2021dybw,2021-02-25,31.6874,-104.3939,8.7,1.4,TexNet
texnet2021dxuj,2021-02-25,31.7343,-104.5824,7.2,2.4,TexNet
texnet2021dxui,2021-02-25,31.7333,-104.5996,7,2.2,TexNet
texnet2021dxtx,2021-02-25,31.1173,-103.1554,2.3,1.8,TexNet
texnet2021dxtd,2021-02-25,31.7315,-104.5942,7.9,1.9,TexNet
texnet2021dxsf,2021-02-25,31.6614,-104.2048,7.7,1.7,TexNet
texnet2021dxrl,2021-02-25,31.7298,-104.5791,7.4,2.7,TexNet
texnet2021dxqf,2021-02-25,31.631,-104.2164,7.3,2.1,TexNet
texnet2021dxnq,2021-02-25,31.6713,-104.404,8.4,1.6,TexNet
texnet2021dxmw,2021-02-25,31.6868,-104.4182,8.5,1.7,TexNet
texnet2021dxmi,2021-02-25,31.6829,-104.4141,8.1,2.7,TexNet
texnet2021dxia,2021-02-25,31.661,-104.2748,8.2,1.5,TexNet
texnet2021dxbj,2021-02-25,31.6614,-104.4965,9.5,1.3,TexNet
texnet2021dxbd,2021-02-25,31.6585,-104.4881,9.7,1.7,TexNet
texnet2021dwyf,2021-02-25,31.7003,-104.1469,7.8,1.4,TexNet
texnet2021dwnm,2021-02-25,32.1982,-102.1428,8.9,1.3,TexNet
texnet2021dwkq,2021-02-24,31.6178,-104.0958,7.4,1.6,TexNet
texnet2021dwgz,2021-02-24,31.7242,-104.3482,7.9,2,TexNet
texnet2021dweh,2021-02-24,31.6817,-104.424,7.9,2,TexNet
texnet2021dwdb,2021-02-24,31.674,-104.4094,9.3,1.5,TexNet
texnet2021dwch,2021-02-24,31.4326,-103.8733,6.1,1.9,TexNet
texnet2021dvzg,2021-02-24,31.6795,-104.4041,7.4,1.9,TexNet
texnet2021dvwi,2021-02-24,31.9052,-102.2993,8.5,1.2,TexNet
texnet2021dvmk,2021-02-24,31.6027,-104.1656,7.2,2.7,TexNet
texnet2021dvjp,2021-02-24,30.9141,-103.2025,5.5,2.1,TexNet
texnet2021dvhi,2021-02-24,32.2,-102.1407,8.5,1.5,TexNet
texnet2021dvhh,2021-02-24,31.6795,-104.48,7.1,1.7,TexNet
texnet2021dvgr,2021-02-24,32.2,-102.1407,8.8,1.4,TexNet
texnet2021dvfe,2021-02-24,31.9272,-102.0249,11.3,1.1,TexNet
texnet2021dvdf,2021-02-24,31.9052,-102.2972,8.2,1.4,TexNet
texnet2021dvbn,2021-02-24,31.8887,-102.2929,8.1,1.7,TexNet
texnet2021duml,2021-02-23,32.1085,-102.1043,8.9,1.5,TexNet
texnet2021dulv,2021-02-23,31.6278,-104.2906,8.1,1.7,TexNet
texnet2021dukn,2021-02-23,31.4386,-103.8792,5.7,2.3,TexNet
texnet2021duih,2021-02-23,31.3171,-103.6112,5.8,1.8,TexNet
texnet2021dudp,2021-02-23,32.1085,-102.0978,9.2,1.5,TexNet
texnet2021duci,2021-02-23,31.6691,-104.4471,7.5,1.5,TexNet
texnet2021duca,2021-02-23,31.6067,-104.2937,7.3,1.6,TexNet
texnet2021dtvv,2021-02-23,31.6747,-104.3701,7.8,1.6,TexNet
texnet2021dtve,2021-02-23,32.189,-102.1321,7.2,2.2,TexNet
texnet2021dtuz,2021-02-23,31.6532,-104.3587,7.9,2.3,TexNet
texnet2021dtto,2021-02-23,31.6843,-104.3013,8.6,1.6,TexNet
texnet2021dtrx,2021-02-23,31.9583,-102.3679,8,0.4,TexNet
texnet2021dtrb,2021-02-23,31.6829,-104.4189,7.4,1.9,TexNet
texnet2021dtpq,2021-02-23,31.6168,-104.2927,7.8,2,TexNet
texnet2021dtod,2021-02-23,31.6205,-104.2841,7.8,1.8,TexNet
texnet2021dtob,2021-02-23,31.6067,-104.2937,8.1,1.6,TexNet
texnet2021dtjz,2021-02-23,32.0777,-103.2577,8.4,1.4,TexNet
texnet2021dtgn,2021-02-23,31.6911,-104.1501,8.4,1.4,TexNet
texnet2021dtfd,2021-02-23,31.6214,-104.1066,7.8,1.6,TexNet
texnet2021dsyo,2021-02-23,31.5987,-104.2463,8.5,1.1,TexNet
texnet2021dsyc,2021-02-23,31.6018,-104.1646,8,1.6,TexNet
texnet2021dswq,2021-02-23,31.6023,-104.2474,8.4,1.6,TexNet
texnet2021dsnq,2021-02-22,31.7308,-104.09,8.6,1.4,TexNet
texnet2021dslq,2021-02-22,31.6782,-104.1575,8.3,1.7,TexNet
texnet2021dskd,2021-02-22,31.0598,-103.3332,4.8,1.8,TexNet
texnet2021dsim,2021-02-22,31.7253,-104.0953,8.3,2.4,TexNet
texnet2021dsig,2021-02-22,31.7329,-104.0989,7.9,1.6,TexNet
texnet2021drzf,2021-02-22,31.9345,-102.3422,8.1,1.2,TexNet
texnet2021drxp,2021-02-22,31.6911,-104.3105,7.8,1.6,TexNet
texnet2021drxi,2021-02-22,31.972,-102.3411,8,1.5,TexNet
texnet2021drsy,2021-02-22,31.9785,-102.3358,7.9,0.7,TexNet
texnet2021drpz,2021-02-22,32.2943,-101.7838,9.4,1.7,TexNet
texnet2021drok,2021-02-22,31.6584,-104.3312,8.6,1.7,TexNet
texnet2021drkm,2021-02-22,31.6677,-104.3943,8.2,2.5,TexNet
texnet2021drjm,2021-02-22,31.6518,-104.2801,8.4,1.6,TexNet
texnet2021drjf,2021-02-22,31.675,-104.3933,7.9,2.1,TexNet
texnet2021drhk,2021-02-22,29.1725,-97.5971,6.8,1.4,TexNet
texnet2021drhi,2021-02-22,31.673,-104.418,8.7,2.4,TexNet
texnet2021drha,2021-02-22,31.7252,-104.4818,4.3,1.3,TexNet
texnet2021dred,2021-02-22,31.0319,-103.1836,5.2,1.3,TexNet
texnet2021drdy,2021-02-22,31.6831,-104.4235,8.5,2.7,TexNet
texnet2021drdt,2021-02-22,31.5267,-104.045,4.4,2.3,TexNet
texnet2021drba,2021-02-22,32.1909,-102.1278,8.7,1.3,TexNet
texnet2021dqss,2021-02-21,31.0747,-103.326,5.1,2.3,TexNet
texnet2021dqse,2021-02-21,31.6407,-104.2875,7.2,1.7,TexNet
texnet2021dqpo,2021-02-21,31.0803,-103.334,4.7,1.7,TexNet
texnet2021dqlq,2021-02-21,31.0711,-103.3372,5,2.1,TexNet
texnet2021dqkb,2021-02-21,31.0626,-103.3246,4.7,2.8,TexNet
texnet2021dqdg,2021-02-21,31.6122,-104.1194,6.6,1.6,TexNet
texnet2021dqbw,2021-02-21,31.5215,-104.0383,3.5,2.4,TexNet
texnet2021dpxh,2021-02-21,31.6797,-104.3869,8.8,1.7,TexNet
texnet2021dpuk,2021-02-21,31.6751,-104.3739,8.4,1.7,TexNet
texnet2021dptk,2021-02-21,31.9308,-102.3272,7.8,1.1,TexNet
texnet2021dppi,2021-02-21,31.6822,-104.3872,7.5,2.6,TexNet
texnet2021dpnz,2021-02-21,31.6064,-104.1667,7.2,2.3,TexNet
texnet2021dpns,2021-02-21,31.6823,-104.4095,8.2,1.7,TexNet
texnet2021dpmu,2021-02-21,31.6607,-104.5401,8.8,1.4,TexNet
texnet2021dpif,2021-02-21,31.6129,-104.11,7.2,2.5,TexNet
texnet2021dpcc,2021-02-20,32.1048,-102.1043,9,1.2,TexNet
texnet2021dpay,2021-02-20,31.673,-104.4159,9.3,1.6,TexNet
texnet2021dozz,2021-02-20,31.6608,-104.3135,7.3,1.7,TexNet
texnet2021dozu,2021-02-20,31.6984,-104.1447,9.2,1.6,TexNet
texnet2021dozl,2021-02-20,31.6795,-104.4127,8.1,1.7,TexNet
texnet2021dozc,2021-02-20,32.9434,-100.9231,3.9,1.9,TexNet
texnet2021doyw,2021-02-20,31.5986,-104.2528,7.3,1.6,TexNet
texnet2021doyu,2021-02-20,31.677,-104.3739,7.2,1.8,TexNet
texnet2021doyd,2021-02-20,31.6672,-104.3136,7.9,1.7,TexNet
texnet2021doxw,2021-02-20,31.5848,-104.2537,7.3,1.3,TexNet
texnet2021doxu,2021-02-20,31.5968,-104.2517,7.9,1.6,TexNet
texnet2021doxs,2021-02-20,31.6749,-104.4137,9,1.5,TexNet
texnet2021dovk,2021-02-20,31.5899,-104.2543,7.3,2.2,TexNet
texnet2021dovf,2021-02-20,31.5977,-104.2495,7.3,2.2,TexNet
texnet2021dooy,2021-02-20,31.676,-104.3901,7.6,2.2,TexNet
texnet2021dolk,2021-02-20,31.6706,-104.3599,8.1,1.8,TexNet
texnet2021dojl,2021-02-20,31.6868,-104.4203,7.6,2.2,TexNet
texnet2021dojb,2021-02-20,31.7084,-104.344,8.5,1.7,TexNet
texnet2021dohv,2021-02-20,31.6774,-104.4157,7.6,2.2,TexNet
texnet2021dofa,2021-02-20,31.5541,-103.2245,6,1.1,TexNet
texnet2021doap,2021-02-20,31.94,-102.3272,7.4,0,TexNet
texnet2021doah,2021-02-20,31.9272,-102.3272,8,1.2,TexNet
texnet2021doaf,2021-02-20,31.9299,-102.3261,7.8,1.4,TexNet
texnet2021dnzj,2021-02-20,31.9327,-102.3251,7.3,0.9,TexNet
texnet2021dnxe,2021-02-20,31.9382,-102.3208,7,0.7,TexNet
texnet2021dnwp,2021-02-20,31.9308,-102.3272,7.5,1.2,TexNet
texnet2021dnwc,2021-02-20,32.0389,-102.2843,10.1,0.8,TexNet
texnet2021dnvt,2021-02-20,31.9363,-102.3272,7.3,1.1,TexNet
texnet2021dnut,2021-02-20,31.6104,-104.2937,7.3,1.6,TexNet
texnet2021dntb,2021-02-20,31.5784,-104.258,7.3,1.4,TexNet
texnet2021dnrx,2021-02-20,31.6975,-104.1469,7.7,1.6,TexNet
texnet2021dnqp,2021-02-20,31.6131,-104.1044,8.2,1.5,TexNet
texnet2021dnok,2021-02-20,32.114,-102.1493,7.4,1.1,TexNet
texnet2021dnmp,2021-02-20,31.6141,-104.1022,7.2,1.9,TexNet
texnet2021dnkj,2021-02-20,31.7092,-104.1445,8.2,2.1,TexNet
texnet2021dnjh,2021-02-20,31.6161,-104.1068,7.2,1.9,TexNet
texnet2021dnje,2021-02-20,31.6232,-104.1249,9,1.5,TexNet
texnet2021dnhr,2021-02-19,31.6519,-104.4135,7.6,1.5,TexNet
texnet2021dngq,2021-02-19,31.7012,-104.1458,8.5,1.6,TexNet
texnet2021dngm,2021-02-19,31.7058,-104.1448,8.5,2.5,TexNet
texnet2021dnad,2021-02-19,31.6674,-104.3658,8.2,2,TexNet
texnet2021dmxm,2021-02-19,31.6828,-104.1532,7.5,1.8,TexNet
texnet2021dmvj,2021-02-19,31.7039,-104.1523,8.3,1.8,TexNet
texnet2021dmur,2021-02-19,31.8473,-103.8954,4.5,1.8,TexNet
texnet2021dmub,2021-02-19,31.8372,-103.9019,7.8,1.5,TexNet
texnet2021dmsh,2021-02-19,31.9354,-102.324,5.6,0.3,TexNet
texnet2021dmof,2021-02-19,31.6526,-104.2962,7.6,1.5,TexNet
texnet2021dmnv,2021-02-19,31.6563,-104.2919,7.4,2.5,TexNet
texnet2021dlwv,2021-02-19,31.9382,-102.3122,7,0.7,TexNet
texnet2021dlnk,2021-02-18,31.6619,-104.3593,8.6,2.6,TexNet
texnet2021dlnc,2021-02-18,31.6076,-104.099,7.4,1.8,TexNet
texnet2021dlib,2021-02-18,31.7035,-104.1507,7.8,1.4,TexNet
texnet2021dlhi,2021-02-18,32.103,-102.1,8.2,1.4,TexNet
texnet2021dlew,2021-02-18,31.7055,-104.1483,8.3,2.7,TexNet
texnet2021dles,2021-02-18,31.7021,-104.1534,8.7,2.4,TexNet
texnet2021dkrl,2021-02-18,32.4069,-102.1407,3.8,1.5,TexNet
texnet2021dkqp,2021-02-18,32.3923,-102.1321,7.1,2.1,TexNet
texnet2021dkqf,2021-02-18,32.3895,-102.131,6.6,1.7,TexNet
texnet2021dkoj,2021-02-18,31.6425,-104.2192,7.9,1.6,TexNet
texnet2021dkmt,2021-02-18,32.4289,-102.1428,8.1,0.9,TexNet
texnet2021dklg,2021-02-18,32.4197,-102.1321,9.1,1.1,TexNet
texnet2021dkke,2021-02-18,31.7242,-104.5801,6.7,1.6,TexNet
texnet2021dkji,2021-02-18,31.6675,-104.4148,7.8,1.7,TexNet
texnet2021dkhh,2021-02-18,28.4535,-100.2795,7,3.3,TexNet
texnet2021dkft,2021-02-18,32.4225,-102.1439,7.9,1.4,TexNet
texnet2021dkfo,2021-02-18,31.658,-104.3232,7.8,2.1,TexNet
texnet2021dkdg,2021-02-18,32.4289,-102.1428,8.4,0.9,TexNet
texnet2021dkdc,2021-02-18,32.4188,-102.1353,9.5,1,TexNet
texnet2021dkat,2021-02-18,32.3941,-102.1321,6.9,1.8,TexNet
texnet2021djyl,2021-02-18,32.4271,-101.7291,7.7,1.2,TexNet
texnet2021djvq,2021-02-18,31.5963,-104.1688,7.2,1.7,TexNet
texnet2021djpf,2021-02-17,31.6626,-104.3243,8.4,2.1,TexNet
texnet2021djoa,2021-02-17,32.4051,-102.1343,4,1.3,TexNet
texnet2021djnd,2021-02-17,32.4216,-102.1407,1.9,1.3,TexNet
texnet2021djju,2021-02-17,32.3978,-102.1343,6.3,1.8,TexNet
texnet2021djjl,2021-02-17,31.704,-104.3898,7.8,1.7,TexNet
texnet2021djek,2021-02-17,31.5913,-104.243,7.3,2.1,TexNet
texnet2021diwb,2021-02-17,31.697,-104.4118,7.1,1.7,TexNet
texnet2021diwa,2021-02-17,31.6804,-104.4084,7.8,2.6,TexNet
texnet2021ditx,2021-02-17,32.3868,-102.1214,12.1,1.1,TexNet
texnet2021dith,2021-02-17,31.7256,-104.5262,7.2,1.7,TexNet
texnet2021diqg,2021-02-17,31.6175,-104.1036,7.7,2.3,TexNet
texnet2021diqe,2021-02-17,31.6483,-104.2477,8.4,1.5,TexNet
texnet2021dioi,2021-02-17,31.1331,-103.1465,4.7,1.8,TexNet
texnet2021dimx,2021-02-17,31.6703,-104.3324,7.2,1.8,TexNet
texnet2021dilt,2021-02-17,31.9363,-102.0271,13.3,0.6,TexNet
texnet2021dilf,2021-02-17,32.4234,-102.145,6.8,0.8,TexNet
texnet2021dila,2021-02-17,32.4014,-102.1235,7.5,1.4,TexNet
texnet2021diiv,2021-02-17,31.7292,-104.0999,8.2,1.5,TexNet
texnet2021diif,2021-02-17,31.6561,-104.3242,7.3,1.4,TexNet
texnet2021dihz,2021-02-17,31.6053,-104.2921,7.4,1.5,TexNet
texnet2021dihw,2021-02-17,31.565,-104.1751,8.5,1.7,TexNet
texnet2021difa,2021-02-17,31.7389,-104.0941,8.3,1.6,TexNet
texnet2021dhyj,2021-02-17,31.6874,-104.4047,7.9,1.5,TexNet
texnet2021dhyi,2021-02-17,31.6297,-104.295,7.3,1.7,TexNet
texnet2021dhtf,2021-02-16,31.6744,-104.4848,8,1.7,TexNet
texnet2021dhnl,2021-02-16,31.6782,-104.4665,6.2,2,TexNet
texnet2021dhle,2021-02-16,32.1268,-102.145,9.1,0.8,TexNet
texnet2021dhhq,2021-02-16,31.6662,-104.3297,7.3,2,TexNet
texnet2021dhhj,2021-02-16,31.6793,-104.2857,7.5,1.7,TexNet
texnet2021dhed,2021-02-16,32.1194,-102.1771,7.3,0.9,TexNet
texnet2021dhdv,2021-02-16,31.7237,-104.5241,7.4,1.5,TexNet
texnet2021dgua,2021-02-16,31.9327,-102.3272,7.8,0.7,TexNet
texnet2021dgtl,2021-02-16,28.531,-100.3648,10.8,2.5,TexNet
texnet2021dgsv,2021-02-16,31.9327,-102.3251,7.4,0.5,TexNet
texnet2021dgsk,2021-02-16,29.0642,-97.8401,7.1,2.2,TexNet
texnet2021dgrk,2021-02-16,32.33,-101.1182,6.7,1.4,TexNet
texnet2021dgri,2021-02-16,31.9418,-102.3358,7.1,0.8,TexNet
texnet2021dgrh,2021-02-16,31.9656,-102.2993,9.2,-0.1,TexNet
texnet2021dgqo,2021-02-16,31.9757,-102.3454,7.3,0.3,TexNet
texnet2021dgpw,2021-02-16,31.9308,-102.3229,7.6,0.2,TexNet
texnet2021dgov,2021-02-16,31.929,-102.3251,7.6,1,TexNet
texnet2021dgou,2021-02-16,31.9318,-102.324,7.4,0.6,TexNet
texnet2021dgol,2021-02-16,31.9308,-102.3229,7.3,-0.1,TexNet
texnet2021dgok,2021-02-16,31.9418,-102.3336,8.3,-0.3,TexNet
texnet2021dgog,2021-02-16,31.9272,-102.3272,7.8,0.9,TexNet
texnet2021dgnr,2021-02-16,31.9199,-102.3293,8.3,1.6,TexNet
texnet2021dgnp,2021-02-16,31.9327,-102.3272,7.4,0.6,TexNet
texnet2021dgmz,2021-02-16,31.9299,-102.3261,7.7,0.7,TexNet
texnet2021dgmu,2021-02-16,31.4358,-103.8658,6.4,1.7,TexNet
texnet2021dgmr,2021-02-16,31.9382,-102.3272,7.7,2.2,TexNet
texnet2021dgmf,2021-02-16,31.9308,-102.3293,7.8,1.1,TexNet
texnet2021dgmc,2021-02-16,31.7375,-104.1027,7.8,2.2,TexNet
texnet2021dglx,2021-02-16,31.929,-102.3272,8,1.1,TexNet
texnet2021dgkx,2021-02-16,31.9281,-102.3283,7.8,2,TexNet
texnet2021dgkl,2021-02-16,31.9327,-102.3251,7.4,0.3,TexNet
texnet2021dgkk,2021-02-16,31.929,-102.3251,8,0.7,TexNet
texnet2021dgkj,2021-02-16,31.9327,-102.3272,7.5,0.4,TexNet
texnet2021dgfu,2021-02-16,31.9437,-102.3358,7,0.1,TexNet
texnet2021dgfi,2021-02-16,31.6112,-104.1151,7.4,1.5,TexNet
texnet2021dgco,2021-02-16,31.0948,-103.3481,4.2,1.8,TexNet
texnet2021dfxp,2021-02-15,32.4216,-102.1,7.8,1.3,TexNet
texnet2021dfwf,2021-02-15,31.9272,-102.0099,8,1.5,TexNet
texnet2021dftg,2021-02-15,31.6751,-104.3782,7.3,2.1,TexNet
texnet2021dfpf,2021-02-15,31.9363,-102.3422,7.9,0.9,TexNet
texnet2021dfjm,2021-02-15,32.3135,-101.8492,7.8,1.6,TexNet
texnet2021dffe,2021-02-15,32.3026,-101.847,7.3,2.1,TexNet
texnet2021dfan,2021-02-15,32.3062,-101.7891,10.5,0.8,TexNet
texnet2021deyk,2021-02-15,32.2714,-101.787,6.2,3.5,TexNet
texnet2021dexw,2021-02-15,31.5712,-104.0267,7.3,1.5,TexNet
texnet2021dete,2021-02-15,32.9425,-100.922,5.6,1.6,TexNet
texnet2021deqt,2021-02-15,32.4152,-102.1439,5.7,2.2,TexNet
texnet2021demw,2021-02-15,31.7381,-104.1073,7.6,1.8,TexNet
texnet2021demd,2021-02-15,31.6503,-104.223,7.4,1.6,TexNet
texnet2021dekc,2021-02-15,31.6457,-104.223,7.2,1.6,TexNet
texnet2021dejr,2021-02-15,32.0389,-102.3058,11.6,0.6,TexNet
texnet2021deil,2021-02-15,31.6749,-104.4041,7.4,2.2,TexNet
texnet2021deij,2021-02-15,31.6933,-104.4128,7.4,2.3,TexNet
texnet2021ddxy,2021-02-14,31.6168,-104.1066,7.6,1.6,TexNet
texnet2021ddtr,2021-02-14,32.1176,-102.1621,7.6,1.5,TexNet
texnet2021ddst,2021-02-14,31.6869,-104.4106,8.4,2.1,TexNet
texnet2021ddkj,2021-02-14,31.4429,-103.8714,6.1,2,TexNet
texnet2021ddfq,2021-02-14,31.6779,-104.3675,7.2,2,TexNet
texnet2021dcwd,2021-02-14,31.0143,-103.2037,5.4,2.1,TexNet
texnet2021dcmd,2021-02-14,31.5854,-104.2446,8,2,TexNet
texnet2021dcis,2021-02-13,31.6859,-104.4117,7.4,1.8,TexNet
texnet2021dcbh,2021-02-13,31.6598,-104.3318,7.3,2.1,TexNet
texnet2021dbva,2021-02-13,31.6998,-104.1528,8,1.7,TexNet
texnet2021dbuh,2021-02-13,31.4475,-103.8693,5.5,1.5,TexNet
texnet2021dbpx,2021-02-13,31.586,-104.2032,7.3,1.8,TexNet
texnet2021dbps,2021-02-13,31.4383,-103.8682,5,2.4,TexNet
texnet2021dbou,2021-02-13,31.6605,-104.3652,7.5,2.2,TexNet
texnet2021dboc,2021-02-13,31.6656,-104.3636,7.6,2.8,TexNet
texnet2021dbns,2021-02-13,31.5941,-104.203,7.2,2.6,TexNet
texnet2021dbmk,2021-02-13,32.1158,-102.145,7.8,1.4,TexNet
texnet2021dbmj,2021-02-13,31.0924,-103.132,6.4,2,TexNet
texnet2021dbmg,2021-02-13,31.6616,-104.3404,7.3,2.4,TexNet
texnet2021dbla,2021-02-13,31.087,-103.1598,4.1,2,TexNet
texnet2021dbkb,2021-02-13,31.6194,-104.0993,7.9,1.7,TexNet
texnet2021dbhe,2021-02-13,31.3615,-103.5192,3.6,1.4,TexNet
texnet2021dbgd,2021-02-13,30.9413,-103.3623,4.4,1.7,TexNet
texnet2021dbfs,2021-02-13,31.7072,-104.4544,7.5,1.7,TexNet
texnet2021dbev,2021-02-13,31.6718,-104.3992,7.5,1.9,TexNet
texnet2021dbbc,2021-02-13,32.1066,-102.0978,8.2,1.6,TexNet
texnet2021dbal,2021-02-13,31.434,-103.87,5.6,1.7,TexNet
texnet2021davi,2021-02-13,31.5893,-104.2699,7.4,1.6,TexNet
texnet2021daux,2021-02-13,31.6713,-104.3986,7.4,1.8,TexNet
texnet2021daro,2021-02-13,31.6884,-104.3008,8.3,2.4,TexNet
texnet2021daqy,2021-02-13,31.7296,-104.107,8.4,2.3,TexNet
texnet2021danu,2021-02-12,31.5888,-104.2064,7.9,2.5,TexNet
texnet2021dans,2021-02-12,31.5952,-104.1979,7.2,1.9,TexNet
texnet2021damw,2021-02-12,31.5869,-104.2075,7.4,2,TexNet
texnet2021dacw,2021-02-12,31.5952,-104.2054,7.3,1.4,TexNet
texnet2021daad,2021-02-12,32.0444,-102.2865,9.6,1.4,TexNet
texnet2021czwc,2021-02-12,31.3339,-103.4237,5.3,1.7,TexNet
texnet2021czsq,2021-02-12,31.6083,-104.1159,7.7,2.1,TexNet
texnet2021czog,2021-02-12,31.6187,-104.0915,7.4,1.9,TexNet
texnet2021cznm,2021-02-12,31.3284,-103.6436,6.2,1.7,TexNet
texnet2021czlc,2021-02-12,31.6536,-104.2908,7.9,1.6,TexNet
texnet2021czji,2021-02-12,32.1213,-102.1771,7.6,1,TexNet
texnet2021czjf,2021-02-12,31.6565,-104.2981,7.5,2.6,TexNet
texnet2021cziv,2021-02-12,31.6659,-104.3814,8.7,1.5,TexNet
texnet2021czdl,2021-02-12,32.9031,-100.8952,7.3,1.5,TexNet
texnet2021czaq,2021-02-12,31.6731,-104.3976,7.4,1.3,TexNet
texnet2021cypy,2021-02-11,31.7057,-104.1566,8.6,1.7,TexNet
texnet2021cyoz,2021-02-11,32.0609,-102.2715,9.6,1,TexNet
texnet2021cynx,2021-02-11,31.312,-103.4042,1.1,1.6,TexNet
texnet2021cyns,2021-02-11,32.3978,-101.6691,9.2,1.7,TexNet
texnet2021cylx,2021-02-11,31.9757,-102.3368,9.1,0.6,TexNet
texnet2021cyfl,2021-02-11,31.5337,-103.2399,5.1,1.5,TexNet
texnet2021cycp,2021-02-11,31.5969,-104.2248,7.3,2.4,TexNet
texnet2021cybu,2021-02-11,32.2897,-101.7848,8.6,1.6,TexNet
texnet2021cyaz,2021-02-11,31.6727,-104.4676,7.4,2.1,TexNet
texnet2021cxyk,2021-02-11,31.6662,-104.3633,7.9,2,TexNet
texnet2021cxul,2021-02-11,32.9453,-100.9231,6,1.9,TexNet
texnet2021cxto,2021-02-11,32.9453,-100.9231,5,3.3,TexNet
texnet2021cxrp,2021-02-11,29.3211,-97.4634,6.2,1.9,TexNet
texnet2021cxqz,2021-02-11,31.9363,-102.3401,8,0.7,TexNet
texnet2021cxoz,2021-02-11,32.0314,-103.775,10.2,2.1,TexNet
texnet2021cxlx,2021-02-11,31.3061,-103.5817,5.7,2,TexNet
texnet2021cxhe,2021-02-11,31.6587,-104.4879,9.7,1.4,TexNet
texnet2021cxcc,2021-02-11,31.6695,-104.4008,8.6,1.3,TexNet
texnet2021cxbm,2021-02-11,31.6596,-104.4976,9.9,1.5,TexNet
texnet2021cxbl,2021-02-11,31.3974,-103.5396,3,1.5,TexNet
texnet2021cwue,2021-02-10,31.6722,-104.4062,8.7,1.6,TexNet
texnet2021cwpt,2021-02-10,31.9832,-104.035,8.6,2.3,TexNet
texnet2021cwku,2021-02-10,31.669,-104.3607,7.3,2.2,TexNet
texnet2021cwiz,2021-02-10,32.5497,-96.9766,13.3,1.6,TexNet
texnet2021cwfj,2021-02-10,31.6616,-104.3393,8.7,1.4,TexNet
texnet2021cwdx,2021-02-10,32.1194,-102.175,7.4,1.2,TexNet
texnet2021cwcs,2021-02-10,31.6671,-104.3415,8.1,1.7,TexNet
texnet2021cwbu,2021-02-10,31.929,-102.3229,6.6,1.3,TexNet
texnet2021cvxr,2021-02-10,31.6686,-104.2285,7.2,1.7,TexNet
texnet2021cvve,2021-02-10,32.0301,-103.7615,10.9,1.9,TexNet
texnet2021cvsy,2021-02-10,32.2897,-101.8213,8.5,0.9,TexNet
texnet2021cvlt,2021-02-10,30.9356,-103.1986,4,2.2,TexNet
texnet2021cveo,2021-02-10,31.5514,-104.147,8.5,1.8,TexNet
texnet2021cvdx,2021-02-10,31.9785,-102.2757,8.3,1.3,TexNet
texnet2021cvde,2021-02-10,31.721,-104.5262,7.9,1.5,TexNet
texnet2021cvau,2021-02-09,31.7191,-104.5251,7.8,1.9,TexNet
texnet2021cuux,2021-02-09,31.721,-104.5284,7.6,2.3,TexNet
texnet2021curi,2021-02-09,32.9041,-100.8942,7.3,2.1,TexNet
texnet2021cukd,2021-02-09,31.6438,-104.2251,7.6,2.3,TexNet
texnet2021cuip,2021-02-09,31.7191,-104.5273,8.1,1.7,TexNet
texnet2021cuio,2021-02-09,31.7191,-104.5294,7.8,1.5,TexNet
texnet2021cuik,2021-02-09,31.6484,-104.2241,7.2,2.2,TexNet
texnet2021cuia,2021-02-09,31.7117,-104.5304,8.2,1.5,TexNet
texnet2021cuhp,2021-02-09,31.6522,-104.2112,7.2,2.3,TexNet
texnet2021cufq,2021-02-09,32.0444,-102.2886,8.6,1.4,TexNet
texnet2021cufh,2021-02-09,31.72,-104.5294,8,1.9,TexNet
texnet2021cufd,2021-02-09,31.6781,-104.4068,8.3,1.5,TexNet
texnet2021cucm,2021-02-09,32.9059,-100.892,7.2,1.7,TexNet
texnet2021cuck,2021-02-09,31.7016,-104.1571,8.5,2.1,TexNet
texnet2021cuaf,2021-02-09,31.662,-104.2705,7.6,2.2,TexNet
texnet2021ctzz,2021-02-09,31.9363,-102.3422,7.9,0.2,TexNet
texnet2021ctzd,2021-02-09,31.6649,-104.2729,7.4,4,TexNet
texnet2021ctyx,2021-02-09,32.9031,-100.8888,6.9,2.3,TexNet
texnet2021ctxn,2021-02-09,31.7227,-104.5413,8,1.1,TexNet
texnet2021ctxl,2021-02-09,31.7227,-104.5445,8.5,1.3,TexNet
texnet2021cttb,2021-02-09,32.1341,-102.16,7.1,0.7,TexNet
texnet2021ctsg,2021-02-09,31.6173,-104.1071,8.3,1.8,TexNet
texnet2021ctml,2021-02-09,32.0444,-102.2886,9.2,2.1,TexNet
texnet2021ctlo,2021-02-09,31.671,-104.3744,8.2,1.8,TexNet
texnet2021ctkf,2021-02-09,31.6401,-104.224,7.8,2.2,TexNet
texnet2021ctkd,2021-02-09,31.6424,-104.2321,8.3,1.8,TexNet
